deal_id,month,collections_available,servicing_fee_paid,senior_interest_paid,senior_principal_paid,subordinate_interest_paid,subordinate_principal_paid,excess_spread_to_originator,ce_opening_balance,ce_drawn_this_month,ce_closing_balance,ce_cover_ratio
D0076,2025-02-01,9.77,0.22,1.11,8.08,0.0,0.0,0.36,11.52,0.0,11.52,0.0851
D0076,2025-03-01,8.67,0.21,0.97,6.98,0.0,0.0,0.51,11.52,0.0,11.52,0.0897
D0076,2025-04-01,7.84,0.2,0.99,6.58,0.0,0.0,0.07,11.52,0.0,11.52,0.0946
D0076,2025-05-01,7.98,0.19,0.97,6.44,0.0,0.0,0.38,11.52,0.0,11.52,0.0999
D0076,2025-06-01,7.13,0.18,0.83,5.79,0.0,0.0,0.33,11.52,0.0,11.52,0.1051
D0076,2025-07-01,6.75,0.17,0.76,5.63,0.0,0.0,0.19,11.52,0.0,11.52,0.1108
D0076,2025-08-01,6.89,0.16,0.83,5.65,0.0,0.0,0.25,11.52,0.0,11.52,0.1172
D0076,2025-09-01,6.52,0.15,0.79,5.55,0.0,0.0,0.03,11.52,0.0,11.52,0.1242
D0076,2025-11-01,5.52,0.13,0.68,4.61,0.0,0.0,0.1,11.52,0.0,11.52,0.139
D0076,2025-12-01,5.29,0.13,0.68,4.16,0.0,0.0,0.32,11.52,0.0,11.52,0.1464
D0076,2026-01-01,4.97,0.12,0.58,3.97,0.0,0.0,0.3,11.52,0.0,11.52,0.1541
D0076,2026-03-01,4.11,0.11,0.53,3.46,0.0,0.0,0.01,11.52,0.0,11.52,0.1705
D0076,2026-04-01,4.39,0.1,0.5,3.5,0.0,0.0,0.29,11.52,0.0,11.52,0.1798
D0076,2026-05-01,4.0,0.1,0.53,3.19,0.0,0.0,0.18,11.52,0.0,11.52,0.1892
D0076,2026-06-01,3.7,0.09,0.48,3.04,0.0,0.0,0.09,11.52,0.0,11.52,0.1991
D0076,2026-07-01,3.74,0.09,0.46,2.99,0.0,0.0,0.2,11.52,0.0,11.52,0.21
D0077,2024-11-01,6.81,0.33,1.44,4.76,0.0,0.0,0.28,1.86,0.0,1.86,0.0093
D0077,2024-12-01,6.9,0.32,1.52,4.8,0.0,0.0,0.26,1.86,0.0,1.86,0.0095
D0077,2025-01-01,7.26,0.32,1.5,4.71,0.0,0.0,0.73,1.86,0.0,1.86,0.0098
D0077,2025-02-01,6.8,0.31,1.42,4.44,0.0,0.0,0.63,1.86,0.0,1.86,0.01
D0077,2025-03-01,6.92,0.3,1.64,4.48,0.0,0.0,0.5,1.86,0.0,1.86,0.0103
D0077,2025-04-01,6.67,0.29,1.71,4.38,0.0,0.0,0.29,1.86,0.0,1.86,0.0105
D0077,2025-05-01,6.28,0.29,1.25,4.22,0.0,0.0,0.52,1.86,0.0,1.86,0.0108
D0077,2025-06-01,6.04,0.28,1.46,4.11,0.0,0.0,0.19,1.86,0.0,1.86,0.011
D0077,2025-07-01,5.95,0.27,1.48,3.99,0.0,0.0,0.21,1.86,0.0,1.86,0.0113
D0077,2025-08-01,5.63,0.27,1.26,3.97,0.0,0.0,0.13,1.86,0.0,1.86,0.0116
D0077,2025-09-01,5.79,0.26,1.26,3.83,0.0,0.0,0.44,1.86,0.0,1.86,0.0119
D0077,2025-10-01,5.89,0.26,1.23,3.72,0.0,0.0,0.68,1.86,0.0,1.86,0.0122
D0078,2026-02-01,3.38,0.11,0.82,2.11,0.0,0.0,0.34,4.02,0.0,4.02,0.0587
D0078,2026-03-01,3.19,0.11,0.79,2.06,0.0,0.0,0.23,4.02,0.0,4.02,0.0605
D0078,2026-04-01,3.06,0.11,0.66,1.98,0.0,0.0,0.31,4.02,0.0,4.02,0.0624
D0078,2026-05-01,2.84,0.1,0.61,1.94,0.0,0.0,0.19,4.02,0.0,4.02,0.0643
D0078,2026-07-01,2.7,0.1,0.58,1.82,0.0,0.0,0.2,4.02,0.0,4.02,0.0684
D0081,2024-04-01,9.61,0.1,1.25,7.9,0.0,0.0,0.36,8.59,0.0,8.59,0.0514
D0081,2024-05-01,9.15,0.1,1.32,7.06,0.0,0.0,0.67,8.59,0.0,8.59,0.0537
D0081,2024-06-01,8.94,0.09,1.38,7.01,0.0,0.0,0.46,8.59,0.0,8.59,0.0561
D0081,2024-07-01,7.8,0.09,1.27,6.42,0.0,0.0,0.02,8.59,0.0,8.59,0.0586
D0081,2024-08-01,7.99,0.08,1.08,6.48,0.0,0.0,0.35,8.59,0.0,8.59,0.0613
D0081,2024-09-01,7.92,0.08,1.11,6.09,0.0,0.0,0.64,8.59,0.0,8.59,0.0641
D0081,2024-10-01,6.93,0.08,1.16,5.69,0.0,0.0,0.0,8.59,0.19,8.4,0.0654
D0081,2024-11-01,6.49,0.07,0.82,5.56,0.0,0.0,0.04,8.4,0.0,8.4,0.0684
D0081,2024-12-01,6.77,0.07,0.96,5.57,0.0,0.0,0.17,8.4,0.0,8.4,0.0716
D0081,2025-01-01,6.39,0.07,0.88,5.2,0.0,0.0,0.24,8.4,0.0,8.4,0.075
D0081,2025-02-01,6.24,0.06,0.7,5.01,0.0,0.0,0.47,8.4,0.0,8.4,0.0785
D0081,2025-03-01,5.49,0.06,0.9,4.53,0.0,0.0,0.0,8.4,0.08,8.32,0.0812
D0081,2025-04-01,5.92,0.06,0.9,4.62,0.0,0.0,0.34,8.32,0.0,8.32,0.085
D0084,2024-11-01,7.21,0.09,1.18,5.47,0.0,0.0,0.47,9.22,0.0,9.22,0.0815
D0084,2024-12-01,6.54,0.08,1.17,5.14,0.0,0.0,0.15,9.22,0.0,9.22,0.0854
D0084,2025-01-01,6.33,0.08,1.18,4.57,0.0,0.0,0.5,9.22,0.0,9.22,0.0891
D0084,2025-02-01,6.24,0.07,1.08,4.89,0.0,0.0,0.2,9.22,0.0,9.22,0.0936
D0084,2025-03-01,5.96,0.07,1.09,4.39,0.0,0.0,0.41,9.22,0.0,9.22,0.0979
D0084,2025-04-01,5.12,0.07,1.05,4.0,0.0,0.0,0.0,9.22,0.25,8.97,0.0995
D0084,2025-05-01,8.35,0.06,0.91,7.38,0.0,0.0,0.0,8.97,0.26,8.71,0.1052
D0084,2025-06-01,4.75,0.06,0.75,3.72,0.0,0.0,0.22,8.71,0.0,8.71,0.1102
D0084,2025-07-01,4.34,0.06,0.89,3.39,0.0,0.0,0.0,8.71,0.16,8.55,0.113
D0084,2025-08-01,4.16,0.05,0.87,3.24,0.0,0.0,0.0,8.55,0.15,8.4,0.116
D0084,2025-09-01,4.02,0.05,0.75,3.22,0.0,0.0,0.0,8.4,0.15,8.25,0.1192
D0084,2025-10-01,3.81,0.05,0.68,2.97,0.0,0.0,0.11,8.25,0.0,8.25,0.1246
D0086,2025-01-01,8.21,0.17,1.13,6.59,0.0,0.0,0.32,2.69,0.0,2.69,0.0204
D0086,2025-02-01,7.54,0.16,1.01,6.19,0.0,0.0,0.18,2.69,0.0,2.69,0.0214
D0086,2025-03-01,7.49,0.15,0.93,6.41,0.0,0.0,0.0,2.69,0.0,2.69,0.0225
D0086,2025-05-01,6.42,0.14,1.04,5.12,0.0,0.0,0.12,2.69,0.0,2.69,0.0249
D0086,2025-06-01,6.61,0.13,0.85,5.53,0.0,0.0,0.1,2.69,0.0,2.69,0.0262
D0086,2025-07-01,5.79,0.13,0.86,4.62,0.0,0.0,0.18,2.69,0.0,2.69,0.0275
D0086,2025-08-01,6.0,0.12,0.82,4.71,0.0,0.0,0.35,2.69,0.0,2.69,0.0289
D0086,2025-09-01,6.33,0.11,0.83,5.16,0.0,0.0,0.23,2.69,0.0,2.69,0.0305
D0086,2025-10-01,5.4,0.11,0.74,4.38,0.0,0.0,0.17,2.69,0.0,2.69,0.0321
D0086,2025-11-01,5.35,0.1,0.64,4.43,0.0,0.0,0.18,2.69,0.0,2.69,0.0339
D0086,2025-12-01,5.5,0.1,0.69,4.49,0.0,0.0,0.22,2.69,0.0,2.69,0.036
D0086,2026-01-01,4.82,0.09,0.57,3.94,0.0,0.0,0.22,2.69,0.0,2.69,0.038
D0086,2026-02-01,4.78,0.09,0.66,3.97,0.0,0.0,0.06,2.69,0.0,2.69,0.0402
D0086,2026-04-01,4.19,0.08,0.47,3.59,0.0,0.0,0.05,2.69,0.0,2.69,0.045
D0086,2026-05-01,3.54,0.07,0.42,2.96,0.0,0.0,0.09,2.69,0.0,2.69,0.0474
D0086,2026-06-01,3.73,0.07,0.49,3.09,0.0,0.0,0.08,2.69,0.0,2.69,0.0501
D0086,2026-07-01,3.72,0.07,0.38,3.03,0.0,0.0,0.24,2.69,0.0,2.69,0.0531
D0087,2024-05-01,13.2,0.12,2.12,10.46,0.0,0.0,0.5,10.09,0.0,10.09,0.0422
D0087,2024-06-01,14.74,0.12,1.68,12.21,0.0,0.0,0.73,10.09,0.0,10.09,0.0444
D0087,2024-07-01,12.47,0.11,1.72,10.53,0.0,0.0,0.11,10.09,0.0,10.09,0.0466
D0087,2024-08-01,10.11,0.11,1.43,8.29,0.0,0.0,0.28,10.09,0.0,10.09,0.0484
D0087,2024-09-01,10.89,0.1,1.52,8.3,0.0,0.0,0.97,10.09,0.0,10.09,0.0505
D0087,2024-10-01,9.38,0.1,1.46,7.82,0.0,0.0,0.0,10.09,0.28,9.81,0.051
D0087,2024-11-01,10.73,0.09,1.44,9.2,0.0,0.0,0.0,9.81,0.53,9.28,0.0507
D0087,2024-12-01,8.49,0.09,1.16,7.24,0.0,0.0,0.0,9.28,0.28,9.0,0.0512
D0087,2025-01-01,9.65,0.09,1.56,8.0,0.0,0.0,0.0,9.0,0.15,8.85,0.0528
D0087,2025-02-01,8.85,0.08,1.21,7.24,0.0,0.0,0.32,8.85,0.0,8.85,0.0551
D0087,2025-03-01,7.74,0.08,1.17,6.49,0.0,0.0,0.0,8.85,0.37,8.48,0.0551
D0087,2025-04-01,9.97,0.07,1.18,8.0,0.0,0.0,0.72,8.48,0.0,8.48,0.0581
D0087,2025-05-01,7.23,0.07,1.14,6.02,0.0,0.0,0.0,8.48,0.29,8.19,0.0585
D0087,2025-07-01,7.64,0.07,0.92,6.2,0.0,0.0,0.45,8.19,0.0,8.19,0.0639
D0087,2025-08-01,7.98,0.06,1.03,6.6,0.0,0.0,0.29,8.19,0.0,8.19,0.0674
D0087,2025-09-01,6.92,0.06,0.87,5.68,0.0,0.0,0.31,8.19,0.0,8.19,0.0707
D0087,2025-10-01,7.37,0.06,0.97,6.02,0.0,0.0,0.32,8.19,0.0,8.19,0.0745
D0087,2025-11-01,6.29,0.05,0.74,5.05,0.0,0.0,0.45,8.19,0.0,8.19,0.0781
D0087,2025-12-01,4.85,0.05,0.73,3.99,0.0,0.0,0.08,8.19,0.0,8.19,0.0812
D0087,2026-01-01,6.63,0.05,0.82,5.52,0.0,0.0,0.24,8.19,0.0,8.19,0.0859
D0087,2026-02-01,5.75,0.05,0.71,4.88,0.0,0.0,0.11,8.19,0.0,8.19,0.0906
D0087,2026-04-01,5.31,0.04,0.72,4.28,0.0,0.0,0.27,8.19,0.0,8.19,0.0989
D0087,2026-05-01,4.23,0.04,0.59,3.46,0.0,0.0,0.14,8.19,0.0,8.19,0.1032
D0087,2026-06-01,5.04,0.04,0.58,4.28,0.0,0.0,0.14,8.19,0.0,8.19,0.1091
D0087,2026-07-01,3.92,0.04,0.56,3.25,0.0,0.0,0.07,8.19,0.0,8.19,0.1141
D0089,2024-11-01,14.01,0.13,1.64,11.96,0.0,0.0,0.28,15.21,0.0,15.21,0.0768
D0089,2024-12-01,14.49,0.12,1.91,11.96,0.0,0.0,0.5,15.21,0.0,15.21,0.0817
D0089,2025-01-01,11.71,0.11,1.33,10.11,0.0,0.0,0.16,15.21,0.0,15.21,0.0864
D0089,2025-02-01,12.45,0.1,1.49,10.66,0.0,0.0,0.2,15.21,0.0,15.21,0.092
D0089,2025-03-01,11.06,0.1,1.32,9.15,0.0,0.0,0.49,15.21,0.0,15.21,0.0974
D0089,2025-04-01,9.75,0.09,1.39,8.18,0.0,0.0,0.09,15.21,0.0,15.21,0.1027
D0089,2025-05-01,10.44,0.09,1.36,8.77,0.0,0.0,0.22,15.21,0.0,15.21,0.1092
D0089,2025-06-01,9.4,0.08,1.4,7.35,0.0,0.0,0.57,15.21,0.0,15.21,0.1153
D0089,2025-07-01,9.6,0.08,1.07,8.15,0.0,0.0,0.3,15.21,0.0,15.21,0.1229
D0089,2025-08-01,7.93,0.07,1.07,6.44,0.0,0.0,0.35,15.21,0.0,15.21,0.1296
D0089,2025-09-01,7.84,0.07,0.9,6.44,0.0,0.0,0.43,15.21,0.0,15.21,0.1371
D0089,2025-10-01,7.88,0.07,0.94,6.52,0.0,0.0,0.35,15.21,0.0,15.21,0.1457
D0089,2025-11-01,7.19,0.06,0.83,6.12,0.0,0.0,0.18,15.21,0.0,15.21,0.1548
D0089,2025-12-01,7.12,0.06,0.83,5.78,0.0,0.0,0.45,15.21,0.0,15.21,0.1645
D0089,2026-01-01,6.11,0.06,0.85,5.11,0.0,0.0,0.09,15.21,0.0,15.21,0.1741
D0089,2026-02-01,5.82,0.05,0.82,4.72,0.0,0.0,0.23,15.21,0.0,15.21,0.184
D0089,2026-03-01,5.74,0.05,0.75,4.59,0.0,0.0,0.35,15.21,0.0,15.21,0.1948
D0089,2026-04-01,5.51,0.05,0.71,4.39,0.0,0.0,0.36,15.21,0.0,15.21,0.2064
D0090,2025-09-01,8.11,0.17,1.31,6.03,0.0,0.0,0.6,0.0,0.0,0.0,0.0
D0090,2025-11-01,7.97,0.16,1.23,6.41,0.0,0.0,0.17,0.0,0.0,0.0,0.0
D0090,2026-01-01,6.74,0.15,1.1,4.91,0.0,0.0,0.58,0.0,0.0,0.0,0.0
D0090,2026-02-01,6.21,0.14,0.97,4.97,0.0,0.0,0.13,0.0,0.0,0.0,0.0
D0090,2026-03-01,5.0,0.14,0.95,3.69,0.0,0.0,0.22,0.0,0.0,0.0,0.0
D0090,2026-04-01,8.19,0.13,0.77,7.01,0.0,0.0,0.28,0.0,0.0,0.0,0.0
D0090,2026-05-01,4.95,0.13,0.86,3.84,0.0,0.0,0.12,0.0,0.0,0.0,0.0
D0090,2026-06-01,6.18,0.12,0.87,4.93,0.0,0.0,0.26,0.0,0.0,0.0,0.0
D0090,2026-07-01,5.5,0.11,0.78,4.55,0.0,0.0,0.06,0.0,0.0,0.0,0.0
D0091,2024-12-01,13.71,0.09,1.99,11.33,0.0,0.0,0.3,13.95,0.0,13.95,0.0754
D0091,2025-01-01,13.81,0.08,1.82,11.77,0.0,0.0,0.14,13.95,0.0,13.95,0.0805
D0091,2025-02-01,11.17,0.08,1.5,9.33,0.0,0.0,0.26,13.95,0.0,13.95,0.0851
D0091,2025-03-01,11.33,0.07,1.72,9.01,0.0,0.0,0.53,13.95,0.0,13.95,0.0901
D0091,2025-04-01,12.14,0.07,1.54,10.01,0.0,0.0,0.52,13.95,0.0,13.95,0.0963
D0091,2025-05-01,9.16,0.06,1.47,7.53,0.0,0.0,0.1,13.95,0.0,13.95,0.1016
D0091,2025-06-01,8.86,0.06,1.32,7.33,0.0,0.0,0.15,13.95,0.0,13.95,0.1073
D0091,2025-07-01,9.74,0.06,1.4,7.85,0.0,0.0,0.43,13.95,0.0,13.95,0.1142
D0091,2025-08-01,8.68,0.05,1.25,7.32,0.0,0.0,0.06,13.95,0.0,13.95,0.1215
D0091,2025-09-01,7.47,0.05,1.1,6.21,0.0,0.0,0.11,13.95,0.0,13.95,0.1284
D0091,2025-10-01,7.31,0.05,1.11,5.97,0.0,0.0,0.18,13.95,0.0,13.95,0.1359
D0091,2025-11-01,6.78,0.05,1.06,5.31,0.0,0.0,0.36,13.95,0.0,13.95,0.1433
D0091,2025-12-01,6.66,0.04,1.08,5.18,0.0,0.0,0.36,13.95,0.0,13.95,0.1514
D0091,2026-02-01,5.99,0.04,0.92,4.67,0.0,0.0,0.36,13.95,0.0,13.95,0.1702
D0091,2026-04-01,5.65,0.03,0.81,4.69,0.0,0.0,0.12,13.95,0.0,13.95,0.1912
D0091,2026-05-01,5.26,0.03,0.76,4.32,0.0,0.0,0.15,13.95,0.0,13.95,0.2032
D0091,2026-06-01,7.47,0.03,0.63,6.64,0.0,0.0,0.17,13.95,0.0,13.95,0.225
D0091,2026-07-01,4.89,0.03,0.62,4.1,0.0,0.0,0.14,13.95,0.0,13.95,0.2409
D0092,2026-05-01,8.08,0.23,2.06,4.87,0.0,0.0,0.92,0.0,0.0,0.0,0.0
D0092,2026-06-01,7.79,0.23,2.28,4.9,0.0,0.0,0.38,0.0,0.0,0.0,0.0
D0092,2026-07-01,7.65,0.22,2.05,5.37,0.0,0.0,0.01,0.0,0.0,0.0,0.0
D0094,2025-03-01,4.07,0.04,0.73,3.06,0.0,0.0,0.24,3.39,0.0,3.39,0.051
D0094,2025-04-01,3.8,0.03,0.67,2.83,0.0,0.0,0.27,3.39,0.0,3.39,0.0533
D0094,2025-05-01,3.47,0.03,0.68,2.66,0.0,0.0,0.1,3.39,0.0,3.39,0.0556
D0094,2025-06-01,3.41,0.03,0.63,2.65,0.0,0.0,0.1,3.39,0.0,3.39,0.0582
D0094,2025-07-01,3.22,0.03,0.57,2.47,0.0,0.0,0.15,3.39,0.0,3.39,0.0607
D0094,2025-10-01,2.93,0.03,0.52,2.13,0.0,0.0,0.25,3.39,0.0,3.39,0.069
D0094,2025-12-01,3.97,0.02,0.48,3.4,0.0,0.0,0.07,3.39,0.0,3.39,0.0777
D0094,2026-01-01,4.56,0.02,0.44,4.0,0.0,0.0,0.1,3.39,0.0,3.39,0.0856
D0094,2026-02-01,2.19,0.02,0.4,1.65,0.0,0.0,0.12,3.39,0.0,3.39,0.0893
D0094,2026-03-01,2.12,0.02,0.4,1.65,0.0,0.0,0.05,3.39,0.0,3.39,0.0934
D0094,2026-04-01,2.05,0.02,0.36,1.59,0.0,0.0,0.08,3.39,0.0,3.39,0.0976
D0094,2026-05-01,1.91,0.02,0.33,1.45,0.0,0.0,0.11,3.39,0.0,3.39,0.1019
D0094,2026-06-01,1.73,0.02,0.29,1.39,0.0,0.0,0.03,3.39,0.0,3.39,0.1063
D0094,2026-07-01,1.75,0.02,0.32,1.35,0.0,0.0,0.06,3.39,0.0,3.39,0.111
D0097,2024-09-01,4.03,0.09,0.55,3.24,0.0,0.0,0.15,1.7,0.0,1.7,0.0214
D0097,2024-10-01,4.1,0.09,0.59,3.29,0.0,0.0,0.13,1.7,0.0,1.7,0.0223
D0097,2024-11-01,4.31,0.08,0.68,3.39,0.0,0.0,0.16,1.7,0.0,1.7,0.0234
D0097,2024-12-01,3.78,0.08,0.6,3.04,0.0,0.0,0.06,1.7,0.0,1.7,0.0244
D0097,2025-01-01,3.63,0.08,0.54,2.95,0.0,0.0,0.06,1.7,0.0,1.7,0.0255
D0097,2025-03-01,3.24,0.07,0.49,2.54,0.0,0.0,0.14,1.7,0.0,1.7,0.0279
D0097,2025-04-01,3.39,0.07,0.54,2.52,0.0,0.0,0.26,1.7,0.0,1.7,0.029
D0097,2025-05-01,3.09,0.06,0.41,2.62,0.0,0.0,0.0,1.7,0.11,1.59,0.0284
D0097,2025-06-01,2.95,0.06,0.37,2.26,0.0,0.0,0.26,1.59,0.0,1.59,0.0296
D0097,2025-07-01,2.65,0.06,0.37,2.12,0.0,0.0,0.1,1.59,0.0,1.59,0.0309
D0097,2025-08-01,2.62,0.06,0.42,2.05,0.0,0.0,0.09,1.59,0.0,1.59,0.0321
D0097,2025-09-01,2.78,0.05,0.41,2.12,0.0,0.0,0.2,1.59,0.0,1.59,0.0336
D0097,2025-10-01,2.14,0.05,0.3,1.79,0.0,0.0,0.0,1.59,0.03,1.56,0.0342
D0097,2025-11-01,2.2,0.05,0.3,1.85,0.0,0.0,0.0,1.56,0.08,1.48,0.0339
D0097,2025-12-01,2.17,0.05,0.3,1.82,0.0,0.0,0.0,1.48,0.06,1.42,0.0339
D0097,2026-01-01,2.03,0.05,0.36,1.62,0.0,0.0,0.0,1.42,0.09,1.33,0.033
D0097,2026-02-01,2.12,0.04,0.29,1.79,0.0,0.0,0.0,1.33,0.05,1.28,0.0333
D0097,2026-03-01,1.95,0.04,0.27,1.48,0.0,0.0,0.16,1.28,0.0,1.28,0.0346
D0097,2026-04-01,2.08,0.04,0.29,1.64,0.0,0.0,0.11,1.28,0.0,1.28,0.0362
D0097,2026-05-01,1.74,0.04,0.26,1.36,0.0,0.0,0.08,1.28,0.0,1.28,0.0376
D0097,2026-06-01,1.76,0.04,0.24,1.48,0.0,0.0,0.0,1.28,0.0,1.28,0.0394
D0097,2026-07-01,1.81,0.04,0.23,1.42,0.0,0.0,0.12,1.28,0.0,1.28,0.0412
D0100,2025-06-01,6.88,0.15,1.33,4.88,0.0,0.0,0.52,9.47,0.0,9.47,0.0755
D0100,2025-07-01,6.19,0.15,1.44,4.13,0.0,0.0,0.47,9.47,0.0,9.47,0.0781
D0100,2025-08-01,6.09,0.14,1.27,4.19,0.0,0.0,0.49,9.47,0.0,9.47,0.0809
D0100,2025-09-01,5.94,0.14,1.4,3.9,0.0,0.0,0.5,9.47,0.0,9.47,0.0836
D0100,2025-10-01,5.93,0.13,1.16,4.13,0.0,0.0,0.51,9.47,0.0,9.47,0.0868
D0100,2025-11-01,5.27,0.13,1.13,3.78,0.0,0.0,0.23,9.47,0.0,9.47,0.0899
D0100,2026-01-01,5.37,0.12,1.04,3.76,0.0,0.0,0.45,9.47,0.0,9.47,0.0965
D0100,2026-02-01,5.17,0.12,1.08,3.61,0.0,0.0,0.36,9.47,0.0,9.47,0.1002
D0100,2026-03-01,4.78,0.11,1.08,3.2,0.0,0.0,0.39,9.47,0.0,9.47,0.1037
D0100,2026-04-01,4.64,0.11,0.95,3.34,0.0,0.0,0.24,9.47,0.0,9.47,0.1076
D0100,2026-05-01,4.0,0.1,0.9,2.7,0.0,0.0,0.3,9.47,0.0,9.47,0.111
D0100,2026-06-01,3.87,0.1,0.88,2.72,0.0,0.0,0.17,9.47,0.0,9.47,0.1147
D0100,2026-07-01,4.44,0.1,0.89,3.16,0.0,0.0,0.29,9.47,0.0,9.47,0.1192
D0103,2025-01-01,5.64,0.19,1.63,3.75,0.0,0.0,0.07,18.4,0.0,18.4,0.1104
D0103,2025-02-01,6.22,0.18,1.47,3.77,0.0,0.0,0.8,18.4,0.0,18.4,0.113
D0103,2025-03-01,6.07,0.18,1.26,3.84,0.0,0.0,0.79,18.4,0.0,18.4,0.1157
D0103,2025-04-01,5.52,0.18,1.3,3.58,0.0,0.0,0.46,18.4,0.0,18.4,0.1184
D0103,2025-06-01,5.75,0.17,1.49,3.74,0.0,0.0,0.35,18.4,0.0,18.4,0.1243
D0103,2025-07-01,5.73,0.16,1.34,3.61,0.0,0.0,0.62,18.4,0.0,18.4,0.1274
D0103,2025-08-01,5.41,0.16,1.25,3.4,0.0,0.0,0.6,18.4,0.0,18.4,0.1305
D0103,2025-09-01,4.62,0.16,1.19,3.27,0.0,0.0,0.0,18.4,0.08,18.32,0.133
D0103,2025-10-01,5.09,0.15,1.1,3.47,0.0,0.0,0.37,18.32,0.0,18.32,0.1365
D0103,2025-11-01,4.87,0.15,1.16,3.04,0.0,0.0,0.52,18.32,0.0,18.32,0.1396
D0103,2025-12-01,4.9,0.14,1.07,3.27,0.0,0.0,0.42,18.32,0.0,18.32,0.1432
D0103,2026-01-01,4.76,0.14,1.01,2.99,0.0,0.0,0.62,18.32,0.0,18.32,0.1466
D0103,2026-02-01,4.39,0.14,1.17,2.84,0.0,0.0,0.24,18.32,0.0,18.32,0.15
D0103,2026-03-01,4.56,0.13,1.13,3.03,0.0,0.0,0.27,18.32,0.0,18.32,0.1538
D0103,2026-04-01,4.27,0.13,1.0,2.65,0.0,0.0,0.49,18.32,0.0,18.32,0.1573
D0103,2026-05-01,4.18,0.13,1.02,2.6,0.0,0.0,0.43,18.32,0.0,18.32,0.1609
D0103,2026-06-01,3.98,0.13,0.88,2.7,0.0,0.0,0.27,18.32,0.0,18.32,0.1649
D0103,2026-07-01,4.12,0.12,0.94,2.65,0.0,0.0,0.41,18.32,0.0,18.32,0.1689
D0104,2025-06-01,10.99,0.26,1.4,9.1,0.0,0.0,0.23,0.0,0.0,0.0,0.0
D0104,2025-07-01,11.56,0.24,1.31,9.78,0.0,0.0,0.23,0.0,0.0,0.0,0.0
D0104,2025-08-01,11.48,0.23,1.23,9.93,0.0,0.0,0.09,0.0,0.0,0.0,0.0
D0104,2025-09-01,10.37,0.21,1.26,8.46,0.0,0.0,0.44,0.0,0.0,0.0,0.0
D0104,2025-10-01,8.8,0.2,1.22,6.75,0.0,0.0,0.63,0.0,0.0,0.0,0.0
D0104,2025-11-01,8.09,0.19,0.92,6.88,0.0,0.0,0.1,0.0,0.0,0.0,0.0
D0104,2025-12-01,7.64,0.18,0.96,6.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0
D0104,2026-01-01,8.67,0.17,0.84,7.65,0.0,0.0,0.01,0.0,0.0,0.0,0.0
D0104,2026-02-01,8.56,0.16,1.04,6.84,0.0,0.0,0.52,0.0,0.0,0.0,0.0
D0104,2026-03-01,6.91,0.15,0.87,5.56,0.0,0.0,0.33,0.0,0.0,0.0,0.0
D0104,2026-04-01,6.85,0.15,0.84,5.48,0.0,0.0,0.38,0.0,0.0,0.0,0.0
D0104,2026-05-01,6.32,0.14,0.74,5.09,0.0,0.0,0.35,0.0,0.0,0.0,0.0
D0104,2026-06-01,5.44,0.13,0.62,4.33,0.0,0.0,0.36,0.0,0.0,0.0,0.0
D0104,2026-07-01,5.5,0.12,0.7,4.4,0.0,0.0,0.28,0.0,0.0,0.0,0.0
D0106,2025-04-01,4.44,0.11,0.72,3.29,0.0,0.0,0.32,4.44,0.0,4.44,0.0551
D0106,2025-05-01,3.65,0.11,0.68,2.81,0.0,0.0,0.05,4.44,0.0,4.44,0.0571
D0106,2025-06-01,3.81,0.1,0.74,2.76,0.0,0.0,0.21,4.44,0.0,4.44,0.0592
D0106,2025-07-01,3.8,0.1,0.68,2.75,0.0,0.0,0.27,4.44,0.0,4.44,0.0615
D0106,2025-08-01,3.32,0.1,0.7,2.48,0.0,0.0,0.04,4.44,0.0,4.44,0.0637
D0106,2025-09-01,3.33,0.09,0.59,2.5,0.0,0.0,0.15,4.44,0.0,4.44,0.066
D0106,2025-10-01,3.48,0.09,0.62,2.48,0.0,0.0,0.29,4.44,0.0,4.44,0.0686
D0106,2025-11-01,3.13,0.09,0.61,2.43,0.0,0.0,0.0,4.44,0.15,4.29,0.0688
D0106,2025-12-01,2.92,0.08,0.59,2.25,0.0,0.0,0.0,4.29,0.1,4.19,0.0697
D0106,2026-01-01,3.13,0.08,0.56,2.32,0.0,0.0,0.17,4.19,0.0,4.19,0.0725
D0106,2026-02-01,2.64,0.08,0.45,2.11,0.0,0.0,0.0,4.19,0.03,4.16,0.0747
D0106,2026-03-01,2.85,0.07,0.5,2.1,0.0,0.0,0.18,4.16,0.0,4.16,0.0777
D0106,2026-04-01,5.21,0.07,0.47,4.54,0.0,0.0,0.13,4.16,0.0,4.16,0.0849
D0106,2026-05-01,2.2,0.07,0.4,1.73,0.0,0.0,0.0,4.16,0.03,4.13,0.0873
D0106,2026-06-01,2.35,0.06,0.45,1.84,0.0,0.0,0.0,4.13,0.12,4.01,0.0882
D0106,2026-07-01,2.32,0.06,0.39,1.71,0.0,0.0,0.16,4.01,0.0,4.01,0.0917
D0107,2024-04-01,3.15,0.03,0.65,2.47,0.0,0.0,0.0,3.76,0.0,3.76,0.0602
D0107,2024-05-01,3.28,0.03,0.62,2.42,0.0,0.0,0.21,3.76,0.0,3.76,0.0626
D0107,2024-06-01,3.17,0.03,0.69,2.31,0.0,0.0,0.14,3.76,0.0,3.76,0.0651
