deal_id,month,pos_0dpd,pos_1_30dpd,pos_31_60dpd,pos_61_90dpd,pos_90plus_dpd,cumulative_default_amount
D0147,2026-01-01,125.87,9.77,8.44,6.52,8.49,1.33
D0147,2026-02-01,119.8,9.27,8.05,6.46,10.43,2.15
D0147,2026-03-01,112.08,8.64,7.52,6.16,11.86,3.14
D0147,2026-04-01,101.52,7.8,6.78,5.61,12.51,4.23
D0147,2026-05-01,97.47,7.47,6.47,5.38,13.55,5.44
D0147,2026-06-01,92.84,7.09,6.13,5.1,14.21,6.75
D0147,2026-07-01,84.24,6.42,5.53,4.6,13.94,8.05
D0148,2025-01-01,86.59,4.08,0.0,0.0,0.0,0.0
D0148,2025-02-01,72.3,4.79,1.49,0.0,0.0,0.0
D0148,2025-03-01,70.15,5.18,2.76,0.62,0.0,0.0
D0148,2025-04-01,67.49,5.18,3.52,1.44,0.3,0.0
D0148,2025-05-01,67.23,5.22,4.02,2.22,0.98,0.03
D0148,2025-07-01,57.95,4.51,3.71,2.43,1.72,0.12
D0148,2025-08-01,49.83,3.88,3.3,2.39,2.39,0.27
D0148,2025-09-01,49.17,3.82,3.3,2.55,3.32,0.51
D0148,2025-10-01,50.93,3.94,3.42,2.75,4.43,0.86
D0148,2025-11-01,47.72,3.68,3.2,2.62,5.05,1.28
D0148,2026-01-01,44.57,3.42,2.98,2.46,5.49,1.76
D0148,2026-02-01,38.84,2.98,2.58,2.14,5.4,2.24
D0148,2026-03-01,40.28,3.08,2.66,2.21,6.17,2.81
D0148,2026-04-01,35.24,2.69,2.31,1.92,5.83,3.35
D0148,2026-05-01,40.52,1.24,1.71,1.73,6.56,3.66
D0148,2026-06-01,36.21,0.77,0.87,1.18,5.82,3.95
D0148,2026-07-01,40.21,0.79,0.59,0.94,6.39,4.27
D0149,2026-02-01,78.36,1.19,0.0,0.0,0.0,0.0
D0149,2026-03-01,70.01,1.3,0.24,0.0,0.0,0.0
D0149,2026-04-01,70.32,1.36,0.39,0.05,0.0,0.0
D0149,2026-05-01,72.53,1.41,0.48,0.12,0.02,0.0
D0149,2026-06-01,61.04,1.19,0.44,0.15,0.04,0.0
D0149,2026-07-01,65.56,1.28,0.48,0.19,0.09,0.0
D0150,2025-02-01,167.69,2.55,0.0,0.0,0.0,0.0
D0150,2025-03-01,159.56,2.97,0.54,0.0,0.0,0.0
D0150,2025-04-01,143.15,2.77,0.8,0.11,0.0,0.0
D0150,2025-05-01,146.17,2.85,0.97,0.24,0.03,0.0
D0150,2025-06-01,144.39,2.82,1.04,0.35,0.1,0.0
D0150,2025-07-01,123.28,2.41,0.91,0.36,0.16,0.01
D0150,2025-08-01,117.97,2.3,0.88,0.39,0.24,0.01
D0150,2025-09-01,125.63,2.45,0.94,0.44,0.36,0.03
D0150,2025-10-01,114.62,2.24,0.86,0.42,0.43,0.04
D0150,2025-11-01,120.44,2.35,0.91,0.45,0.55,0.07
D0150,2025-12-01,109.49,2.14,0.83,0.42,0.59,0.09
D0150,2026-01-01,113.42,2.21,0.85,0.43,0.71,0.12
D0150,2026-02-01,103.57,2.02,0.78,0.4,0.72,0.15
D0150,2026-03-01,94.99,1.85,0.72,0.37,0.73,0.19
D0150,2026-04-01,94.63,1.85,0.71,0.36,0.8,0.22
D0150,2026-05-01,94.9,1.85,0.72,0.37,0.86,0.26
D0150,2026-06-01,84.61,1.65,0.64,0.33,0.82,0.3
D0150,2026-07-01,84.3,1.64,0.64,0.33,0.87,0.34
D0151,2026-06-01,49.13,0.75,0.0,0.0,0.0,0.0
D0151,2026-07-01,45.48,0.85,0.15,0.0,0.0,0.0
D0152,2024-10-01,332.07,5.06,0.0,0.0,0.0,0.0
D0152,2024-11-01,296.27,5.52,1.0,0.0,0.0,0.0
D0152,2024-12-01,278.28,5.39,1.55,0.21,0.0,0.0
D0152,2025-01-01,279.58,5.45,1.86,0.46,0.06,0.0
D0152,2025-02-01,276.13,5.39,1.98,0.67,0.18,0.0
D0152,2025-03-01,260.36,5.08,1.92,0.77,0.34,0.01
D0152,2025-04-01,267.07,5.21,2.0,0.89,0.55,0.03
D0152,2025-05-01,251.33,4.9,1.89,0.89,0.73,0.06
D0152,2025-06-01,259.96,5.07,1.96,0.96,0.97,0.09
D0152,2025-07-01,267.69,5.22,2.02,1.0,1.23,0.14
D0153,2025-01-01,247.93,3.78,0.0,0.0,0.0,0.0
D0153,2025-02-01,248.14,4.62,0.84,0.0,0.0,0.0
D0153,2025-03-01,215.28,4.17,1.2,0.16,0.0,0.0
D0153,2025-04-01,209.22,4.08,1.39,0.35,0.04,0.0
D0153,2025-05-01,186.55,3.64,1.34,0.45,0.12,0.0
D0153,2025-06-01,178.45,3.48,1.32,0.53,0.23,0.01
D0153,2025-07-01,176.39,3.44,1.32,0.58,0.37,0.02
D0153,2025-09-01,171.54,3.35,1.29,0.61,0.5,0.04
D0153,2025-10-01,168.59,3.29,1.27,0.62,0.63,0.06
D0153,2025-11-01,158.89,3.1,1.2,0.6,0.73,0.09
D0153,2025-12-01,144.81,2.82,1.09,0.55,0.78,0.12
D0153,2026-01-01,139.38,2.72,1.05,0.53,0.87,0.16
D0153,2026-02-01,131.69,2.57,0.99,0.51,0.92,0.2
D0153,2026-03-01,130.38,2.54,0.98,0.5,1.01,0.25
D0153,2026-04-01,114.11,2.22,0.86,0.44,0.96,0.29
D0153,2026-05-01,115.46,2.25,0.87,0.45,1.05,0.34
D0153,2026-06-01,102.13,1.99,0.77,0.39,0.99,0.39
D0153,2026-07-01,103.03,2.01,0.78,0.4,1.06,0.44
D0154,2026-03-01,140.81,2.14,0.0,0.0,0.0,0.0
D0154,2026-04-01,134.12,2.5,0.45,0.0,0.0,0.0
D0154,2026-05-01,138.34,2.68,0.77,0.1,0.0,0.0
D0154,2026-06-01,121.61,2.37,0.81,0.2,0.03,0.0
D0154,2026-07-01,116.07,2.27,0.83,0.28,0.08,0.0
D0155,2025-07-01,91.88,1.4,0.0,0.0,0.0,0.0
D0155,2025-08-01,96.34,1.79,0.32,0.0,0.0,0.0
D0155,2025-09-01,86.77,1.68,0.48,0.06,0.0,0.0
D0155,2025-10-01,88.97,1.73,0.59,0.15,0.02,0.0
D0155,2025-11-01,82.05,1.6,0.59,0.2,0.05,0.0
D0155,2025-12-01,81.88,1.6,0.6,0.24,0.11,0.0
D0155,2026-01-01,75.75,1.48,0.57,0.25,0.16,0.01
D0155,2026-02-01,75.75,1.48,0.57,0.27,0.22,0.02
D0155,2026-03-01,70.55,1.38,0.53,0.26,0.26,0.03
D0155,2026-04-01,70.05,1.37,0.53,0.26,0.32,0.04
D0155,2026-05-01,67.65,1.32,0.51,0.26,0.37,0.06
D0155,2026-06-01,58.52,1.14,0.44,0.22,0.36,0.07
D0155,2026-07-01,61.93,1.21,0.47,0.24,0.43,0.09
D0156,2024-05-01,277.24,4.22,0.0,0.0,0.0,0.0
D0156,2024-06-01,269.03,5.01,0.91,0.0,0.0,0.0
D0156,2024-07-01,242.7,4.7,1.35,0.18,0.0,0.0
D0156,2024-08-01,229.35,4.47,1.53,0.38,0.05,0.0
D0156,2024-09-01,210.85,4.12,1.51,0.51,0.14,0.0
D0156,2024-10-01,218.4,4.26,1.61,0.65,0.29,0.01
D0156,2024-11-01,201.0,3.92,1.5,0.67,0.42,0.02
D0156,2024-12-01,188.73,3.68,1.42,0.67,0.55,0.04
D0156,2025-01-01,181.96,3.55,1.37,0.67,0.68,0.07
D0156,2025-02-01,163.04,3.18,1.23,0.61,0.75,0.1
D0156,2025-03-01,155.73,3.04,1.17,0.59,0.84,0.13
D0156,2025-04-01,149.59,2.92,1.13,0.57,0.93,0.18
D0156,2025-05-01,137.56,2.68,1.04,0.53,0.96,0.22
D0156,2025-06-01,134.1,2.61,1.01,0.52,1.03,0.27
D0156,2025-07-01,128.01,2.5,0.96,0.49,1.08,0.31
D0156,2025-08-01,120.82,2.36,0.91,0.47,1.1,0.37
D0156,2025-10-01,103.83,2.02,0.78,0.4,1.01,0.41
D0156,2025-11-01,103.04,2.01,0.78,0.4,1.06,0.46
D0156,2025-12-01,99.24,1.93,0.75,0.38,1.08,0.51
D0156,2026-01-01,89.24,1.74,0.67,0.34,1.02,0.56
D0156,2026-02-01,91.51,1.78,0.69,0.35,1.09,0.61
D0156,2026-03-01,82.91,1.62,0.62,0.32,1.03,0.66
D0156,2026-04-01,75.58,1.47,0.57,0.29,0.97,0.71
D0156,2026-05-01,76.54,1.49,0.58,0.3,1.02,0.76
D0156,2026-06-01,69.44,1.35,0.52,0.27,0.96,0.81
D0156,2026-07-01,65.15,1.27,0.49,0.25,0.92,0.85
D0157,2025-11-01,58.26,0.89,0.0,0.0,0.0,0.0
D0157,2025-12-01,51.52,0.96,0.17,0.0,0.0,0.0
D0157,2026-01-01,51.39,0.99,0.29,0.04,0.0,0.0
D0157,2026-02-01,48.69,0.95,0.32,0.08,0.01,0.0
D0157,2026-03-01,47.78,0.93,0.34,0.12,0.03,0.0
D0157,2026-04-01,48.06,0.94,0.35,0.14,0.06,0.0
D0157,2026-05-01,46.32,0.9,0.35,0.15,0.1,0.01
D0157,2026-06-01,44.73,0.87,0.34,0.16,0.13,0.01
D0157,2026-07-01,42.71,0.83,0.32,0.16,0.16,0.02
D0158,2025-02-01,2.35,0.04,0.0,0.0,0.0,0.0
D0158,2025-03-01,2.25,0.04,0.01,0.0,0.0,0.0
D0158,2025-04-01,2.05,0.04,0.01,0.0,0.0,0.0
D0158,2025-05-01,2.12,0.04,0.01,0.0,0.0,0.0
D0158,2025-06-01,1.96,0.04,0.01,0.0,0.0,0.0
D0158,2025-07-01,1.92,0.04,0.01,0.01,0.0,0.0
D0158,2025-08-01,1.85,0.04,0.01,0.01,0.0,0.0
D0158,2025-09-01,1.72,0.03,0.01,0.01,0.0,0.0
D0158,2025-10-01,1.74,0.03,0.01,0.01,0.01,0.0
D0158,2025-11-01,1.6,0.03,0.01,0.01,0.01,0.0
D0158,2025-12-01,1.46,0.03,0.01,0.01,0.01,0.0
D0158,2026-01-01,1.38,0.03,0.01,0.01,0.01,0.0
D0158,2026-02-01,1.32,0.03,0.01,0.01,0.01,0.0
D0158,2026-03-01,1.42,0.03,0.01,0.01,0.01,0.0
D0158,2026-04-01,1.34,0.03,0.01,0.01,0.01,0.0
D0158,2026-05-01,1.32,0.03,0.01,0.01,0.01,0.0
D0158,2026-06-01,1.17,0.02,0.01,0.0,0.01,0.0
D0158,2026-07-01,1.17,0.02,0.01,0.0,0.01,0.0
D0159,2024-05-01,289.88,13.66,0.0,0.0,0.0,0.0
D0159,2024-06-01,255.54,16.93,5.25,0.0,0.0,0.0
D0159,2024-07-01,244.4,18.04,9.61,2.18,0.0,0.0
D0159,2024-08-01,219.81,16.86,11.46,4.7,0.97,0.0
D0159,2024-09-01,194.32,15.09,11.62,6.42,2.84,0.09
D0159,2024-10-01,188.27,14.67,12.06,7.9,5.59,0.37
D0159,2024-11-01,160.65,12.5,10.63,7.72,7.69,0.86
D0159,2024-12-01,160.79,12.48,10.78,8.33,10.84,1.64
D0159,2025-01-01,153.11,11.84,10.29,8.26,13.33,2.69
D0159,2025-02-01,136.09,10.49,9.13,7.48,14.4,3.89
D0159,2025-03-01,133.29,10.24,8.9,7.37,16.42,5.32
D0159,2025-04-01,124.38,9.53,8.26,6.87,17.29,6.87
D0159,2025-05-01,105.7,8.07,6.98,5.81,16.18,8.36
D0159,2025-06-01,118.61,3.62,5.03,5.1,17.89,9.21
D0159,2025-07-01,102.59,2.19,2.48,3.37,15.46,9.96
D0159,2025-08-01,100.49,1.97,1.49,2.37,15.05,10.7
D0159,2025-09-01,95.63,1.84,1.01,1.58,14.07,11.41
D0159,2025-10-01,95.76,1.84,0.83,1.11,13.7,12.11
D0159,2025-11-01,88.55,1.71,0.7,0.75,12.23,12.74
D0159,2025-12-01,84.84,1.64,0.64,0.55,11.26,13.32
D0159,2026-01-01,76.67,1.48,0.57,0.41,9.75,13.82
D0159,2026-02-01,78.24,1.51,0.58,0.37,9.52,14.32
D0159,2026-03-01,66.53,1.29,0.49,0.28,7.74,14.72
D0159,2026-05-01,60.78,1.18,0.45,0.25,6.76,15.07
D0159,2026-06-01,56.58,1.1,0.42,0.22,6.01,15.39
D0159,2026-07-01,57.04,1.11,0.42,0.22,5.8,15.69
D0160,2025-04-01,330.02,5.03,0.0,0.0,0.0,0.0
D0160,2025-05-01,317.77,5.92,1.07,0.0,0.0,0.0
D0160,2025-06-01,287.99,5.57,1.6,0.21,0.0,0.0
D0160,2025-07-01,297.98,5.81,1.99,0.49,0.06,0.0
D0160,2025-08-01,302.6,5.91,2.17,0.73,0.2,0.0
D0160,2025-09-01,271.02,5.29,2.0,0.8,0.35,0.01
D0160,2025-11-01,265.57,5.18,1.99,0.88,0.55,0.03
D0160,2025-12-01,248.83,4.85,1.87,0.88,0.72,0.06
D0160,2026-01-01,253.99,4.95,1.91,0.93,0.95,0.09
D0160,2026-02-01,228.43,4.46,1.72,0.86,1.05,0.14
D0160,2026-03-01,220.23,4.3,1.66,0.84,1.19,0.19
D0160,2026-04-01,214.04,4.17,1.61,0.82,1.33,0.24
D0160,2026-05-01,221.0,4.31,1.67,0.85,1.54,0.31
D0160,2026-06-01,200.43,3.91,1.51,0.77,1.55,0.38
D0160,2026-07-01,200.32,3.91,1.51,0.77,1.69,0.46
D0161,2026-02-01,116.05,1.77,0.0,0.0,0.0,0.0
D0161,2026-03-01,119.86,2.23,0.4,0.0,0.0,0.0
D0161,2026-04-01,101.23,1.96,0.56,0.08,0.0,0.0
D0161,2026-05-01,106.63,2.08,0.71,0.18,0.02,0.0
D0161,2026-06-01,95.47,1.86,0.68,0.23,0.06,0.0
D0161,2026-07-01,97.68,1.91,0.72,0.29,0.13,0.0
D0162,2025-12-01,63.79,3.01,0.0,0.0,0.0,0.0
D0162,2026-01-01,57.52,3.81,1.18,0.0,0.0,0.0
D0162,2026-02-01,51.98,3.84,2.05,0.46,0.0,0.0
D0162,2026-03-01,50.02,3.84,2.61,1.07,0.22,0.0
D0162,2026-04-01,44.64,3.47,2.67,1.47,0.65,0.02
D0162,2026-05-01,41.45,3.23,2.65,1.74,1.23,0.08
D0162,2026-06-01,39.77,3.09,2.63,1.91,1.9,0.2
D0162,2026-07-01,38.02,2.95,2.55,1.97,2.56,0.39
D0163,2025-05-01,150.69,2.29,0.0,0.0,0.0,0.0
D0163,2025-06-01,129.48,2.41,0.44,0.0,0.0,0.0
D0163,2025-07-01,124.9,2.42,0.7,0.09,0.0,0.0
D0163,2025-08-01,111.74,2.18,0.74,0.18,0.02,0.0
D0163,2025-09-01,112.2,2.19,0.8,0.27,0.07,0.0
D0163,2025-10-01,98.35,1.92,0.73,0.29,0.13,0.0
D0163,2025-11-01,106.4,2.08,0.8,0.35,0.22,0.01
D0163,2025-12-01,98.02,1.91,0.74,0.35,0.28,0.02
D0163,2026-01-01,82.32,1.61,0.62,0.3,0.31,0.03
D0163,2026-02-01,86.94,1.7,0.66,0.33,0.4,0.05
D0163,2026-03-01,81.9,1.6,0.62,0.31,0.44,0.07
D0163,2026-04-01,76.72,1.5,0.58,0.29,0.48,0.09
D0163,2026-05-01,69.35,1.35,0.52,0.27,0.48,0.11
D0163,2026-06-01,63.34,1.24,0.48,0.24,0.49,0.13
D0163,2026-07-01,57.59,1.12,0.43,0.22,0.48,0.16
D0164,2024-05-01,281.46,4.29,0.0,0.0,0.0,0.0
D0164,2024-06-01,258.75,4.82,0.87,0.0,0.0,0.0
D0164,2024-07-01,232.55,4.5,1.29,0.17,0.0,0.0
D0164,2024-08-01,222.21,4.33,1.48,0.37,0.05,0.0
D0164,2024-09-01,215.02,4.2,1.54,0.52,0.14,0.0
D0164,2024-10-01,222.66,4.35,1.64,0.66,0.29,0.01
D0164,2024-11-01,187.46,3.66,1.4,0.62,0.39,0.02
D0164,2024-12-01,179.77,3.51,1.35,0.64,0.52,0.04
D0165,2025-03-01,221.23,10.42,0.0,0.0,0.0,0.0
D0165,2025-04-01,187.14,12.4,3.84,0.0,0.0,0.0
D0165,2025-05-01,176.33,13.02,6.94,1.57,0.0,0.0
D0165,2025-06-01,174.57,13.39,9.1,3.74,0.77,0.0
D0165,2025-07-01,164.43,12.77,9.84,5.43,2.4,0.07
D0165,2025-08-01,135.04,10.52,8.65,5.67,4.01,0.28
D0165,2025-09-01,135.82,10.57,8.98,6.53,6.5,0.69
D0165,2025-10-01,117.96,9.15,7.91,6.11,7.96,1.26
D0165,2025-11-01,107.31,8.3,7.21,5.79,9.34,2.0
D0165,2025-12-01,110.27,8.5,7.4,6.06,11.67,2.97
D0165,2026-01-01,101.12,7.77,6.75,5.59,12.46,4.06
D0165,2026-02-01,93.88,7.19,6.23,5.18,13.05,5.23
D0165,2026-03-01,87.15,6.66,5.75,4.79,13.34,6.45
D0165,2026-04-01,82.45,6.28,5.41,4.5,13.65,7.72
D0165,2026-07-01,66.35,5.04,4.33,3.59,11.71,8.83
D0166,2025-05-01,81.03,3.82,0.0,0.0,0.0,0.0
D0166,2025-06-01,66.3,4.39,1.36,0.0,0.0,0.0
D0166,2025-07-01,64.73,4.78,2.55,0.58,0.0,0.0
D0166,2025-08-01,58.36,4.48,3.04,1.25,0.26,0.0
D0166,2025-09-01,55.65,4.32,3.33,1.84,0.81,0.03
D0166,2025-10-01,54.54,4.25,3.49,2.29,1.62,0.11
D0166,2025-11-01,52.49,4.08,3.47,2.52,2.51,0.27
D0166,2025-12-01,44.84,3.48,3.01,2.32,3.02,0.48
D0166,2026-01-01,40.6,3.14,2.73,2.19,3.53,0.76
D0166,2026-03-01,37.93,2.92,2.54,2.08,4.01,1.1
D0166,2026-04-01,37.47,2.88,2.5,2.07,4.62,1.5
D0166,2026-05-01,39.91,1.22,1.71,1.73,4.97,1.73
D0166,2026-06-01,36.23,0.78,0.89,1.2,4.59,1.95
D0166,2026-07-01,36.11,0.71,0.54,0.86,4.6,2.17
D0167,2026-01-01,15.94,0.24,0.0,0.0,0.0,0.0
D0167,2026-02-01,13.79,0.26,0.05,0.0,0.0,0.0
D0167,2026-03-01,13.81,0.27,0.08,0.01,0.0,0.0
D0167,2026-04-01,13.82,0.27,0.09,0.02,0.0,0.0
D0167,2026-05-01,11.81,0.23,0.08,0.03,0.01,0.0
D0167,2026-06-01,12.24,0.24,0.09,0.04,0.02,0.0
D0167,2026-07-01,11.27,0.22,0.08,0.04,0.02,0.0
D0168,2024-12-01,224.71,3.42,0.0,0.0,0.0,0.0
D0168,2025-01-01,242.94,4.52,0.82,0.0,0.0,0.0
D0168,2025-02-01,235.69,4.56,1.31,0.18,0.0,0.0
D0168,2025-03-01,208.39,4.06,1.39,0.34,0.04,0.0
D0168,2025-04-01,211.09,4.12,1.51,0.51,0.14,0.0
D0168,2025-05-01,190.26,3.71,1.41,0.56,0.25,0.01
D0168,2025-06-01,185.96,3.63,1.39,0.62,0.39,0.02
D0168,2025-07-01,175.47,3.42,1.32,0.62,0.51,0.04
D0168,2025-08-01,183.25,3.57,1.38,0.67,0.69,0.07
D0168,2025-09-01,173.36,3.38,1.31,0.65,0.8,0.1
D0169,2025-07-01,146.68,2.23,0.0,0.0,0.0,0.0
D0169,2025-08-01,143.72,2.68,0.48,0.0,0.0,0.0
D0169,2025-09-01,132.08,2.56,0.74,0.1,0.0,0.0
D0169,2025-10-01,127.97,2.49,0.85,0.21,0.03,0.0
D0169,2025-11-01,121.61,2.37,0.87,0.29,0.08,0.0
D0169,2025-12-01,110.45,2.16,0.82,0.33,0.14,0.0
D0169,2026-02-01,110.22,2.15,0.82,0.37,0.23,0.01
D0169,2026-03-01,108.06,2.11,0.81,0.38,0.31,0.02
D0169,2026-04-01,95.38,1.86,0.72,0.35,0.36,0.04
D0169,2026-05-01,100.18,1.95,0.76,0.38,0.46,0.06
D0169,2026-06-01,90.39,1.76,0.68,0.34,0.49,0.08
D0169,2026-07-01,90.72,1.77,0.68,0.35,0.56,0.1
D0170,2024-09-01,155.91,2.37,0.0,0.0,0.0,0.0
D0170,2024-10-01,150.88,2.81,0.51,0.0,0.0,0.0
D0170,2024-11-01,141.33,2.74,0.79,0.11,0.0,0.0
D0170,2024-12-01,128.61,2.51,0.86,0.21,0.03,0.0
D0170,2025-01-01,127.86,2.5,0.92,0.31,0.08,0.0
D0170,2025-03-01,120.88,2.36,0.89,0.36,0.16,0.01
D0170,2025-04-01,113.53,2.22,0.85,0.38,0.24,0.01
D0170,2025-05-01,107.94,2.11,0.81,0.38,0.31,0.02
D0170,2025-06-01,107.66,2.1,0.81,0.4,0.4,0.04
D0170,2025-07-01,105.69,2.06,0.8,0.4,0.49,0.06
D0170,2025-08-01,98.68,1.92,0.74,0.38,0.53,0.08
D0170,2025-09-01,95.04,1.85,0.72,0.36,0.59,0.11
D0170,2025-10-01,103.18,2.01,0.78,0.4,0.72,0.14
D0170,2025-11-01,99.64,1.94,0.75,0.38,0.77,0.17
D0170,2025-12-01,89.94,1.75,0.68,0.35,0.76,0.21
D0170,2026-01-01,88.81,1.73,0.67,0.34,0.81,0.25
D0170,2026-02-01,80.3,1.57,0.6,0.31,0.78,0.28
D0170,2026-03-01,80.24,1.56,0.6,0.31,0.83,0.32
D0170,2026-04-01,80.48,1.57,0.61,0.31,0.88,0.36
D0170,2026-05-01,72.31,1.41,0.54,0.28,0.83,0.4
D0170,2026-06-01,75.93,1.48,0.57,0.29,0.91,0.45
D0170,2026-07-01,66.98,1.31,0.5,0.26,0.83,0.49
D0171,2024-12-01,7.72,0.12,0.0,0.0,0.0,0.0
D0171,2025-01-01,7.24,0.13,0.02,0.0,0.0,0.0
D0171,2025-02-01,7.37,0.14,0.04,0.01,0.0,0.0
D0171,2025-03-01,7.06,0.14,0.05,0.01,0.0,0.0
D0171,2025-04-01,6.21,0.12,0.04,0.01,0.0,0.0
D0171,2025-05-01,6.21,0.12,0.05,0.02,0.01,0.0
D0171,2025-07-01,6.21,0.12,0.05,0.02,0.01,0.0
D0171,2025-08-01,5.63,0.11,0.04,0.02,0.02,0.0
D0171,2025-09-01,5.88,0.11,0.04,0.02,0.02,0.0
D0171,2025-10-01,5.07,0.1,0.04,0.02,0.02,0.0
D0171,2025-11-01,5.14,0.1,0.04,0.02,0.03,0.0
D0171,2025-12-01,4.9,0.1,0.04,0.02,0.03,0.01
D0171,2026-01-01,4.99,0.1,0.04,0.02,0.03,0.01
D0171,2026-02-01,4.8,0.09,0.04,0.02,0.04,0.01
D0171,2026-03-01,4.59,0.09,0.03,0.02,0.04,0.01
D0171,2026-04-01,4.52,0.09,0.03,0.02,0.04,0.01
D0171,2026-05-01,4.16,0.08,0.03,0.02,0.04,0.01
D0171,2026-06-01,4.49,0.09,0.03,0.02,0.05,0.02
D0171,2026-07-01,4.1,0.08,0.03,0.02,0.04,0.02
D0172,2024-08-01,167.31,7.88,0.0,0.0,0.0,0.0
D0172,2024-09-01,145.4,9.64,2.99,0.0,0.0,0.0
D0172,2024-10-01,144.0,10.63,5.66,1.28,0.0,0.0
D0172,2024-11-01,129.34,9.92,6.74,2.77,0.57,0.0
D0172,2024-12-01,121.38,9.43,7.26,4.01,1.77,0.05
D0172,2025-01-01,102.52,7.99,6.57,4.3,3.04,0.21
D0172,2025-02-01,90.65,7.05,6.0,4.36,4.34,0.48
D0172,2025-03-01,87.8,6.81,5.88,4.55,5.92,0.91
D0172,2025-04-01,85.43,6.61,5.74,4.61,7.44,1.5
D0172,2025-05-01,78.95,6.09,5.3,4.34,8.35,2.2
D0172,2025-06-01,70.69,5.43,4.72,3.91,8.71,2.95
D0172,2025-07-01,60.07,4.6,3.99,3.32,8.35,3.7
D0173,2025-04-01,311.69,4.75,0.0,0.0,0.0,0.0
D0173,2025-05-01,311.71,5.81,1.05,0.0,0.0,0.0
D0173,2025-06-01,304.97,5.9,1.7,0.23,0.0,0.0
D0173,2025-07-01,282.0,5.5,1.88,0.47,0.06,0.0
D0173,2025-08-01,271.65,5.3,1.95,0.66,0.18,0.0
D0173,2025-09-01,255.46,4.99,1.89,0.76,0.33,0.01
D0173,2025-10-01,237.85,4.64,1.78,0.79,0.49,0.03
D0173,2025-11-01,219.88,4.29,1.65,0.78,0.64,0.05
D0173,2025-12-01,217.22,4.24,1.64,0.8,0.81,0.08
D0173,2026-02-01,197.67,3.86,1.49,0.74,0.91,0.12
D0173,2026-03-01,168.02,3.28,1.27,0.64,0.91,0.16
D0173,2026-04-01,164.86,3.21,1.24,0.63,1.03,0.2
D0173,2026-05-01,173.62,3.39,1.31,0.67,1.21,0.26
D0173,2026-06-01,155.84,3.04,1.17,0.6,1.2,0.31
D0173,2026-07-01,152.24,2.97,1.15,0.59,1.28,0.37
D0174,2024-06-01,94.51,1.44,0.0,0.0,0.0,0.0
D0174,2024-07-01,87.19,1.62,0.29,0.0,0.0,0.0
D0174,2024-08-01,82.57,1.6,0.46,0.06,0.0,0.0
D0174,2024-09-01,78.92,1.54,0.53,0.13,0.02,0.0
D0174,2024-10-01,82.59,1.61,0.59,0.2,0.05,0.0
D0174,2024-11-01,75.02,1.46,0.55,0.22,0.1,0.0
D0174,2024-12-01,70.55,1.38,0.53,0.23,0.15,0.01
D0174,2025-01-01,66.9,1.31,0.5,0.24,0.19,0.01
D0174,2025-03-01,62.25,1.21,0.47,0.23,0.23,0.02
D0174,2025-04-01,57.63,1.12,0.43,0.22,0.26,0.03
D0174,2025-06-01,47.8,0.93,0.36,0.18,0.26,0.05
D0174,2025-07-01,48.19,0.94,0.36,0.18,0.3,0.06
D0174,2025-08-01,45.99,0.9,0.35,0.18,0.32,0.07
D0174,2025-09-01,44.91,0.88,0.34,0.17,0.35,0.09
D0174,2025-10-01,42.88,0.84,0.32,0.17,0.36,0.11
D0174,2025-11-01,37.7,0.74,0.28,0.15,0.34,0.12
D0174,2025-12-01,35.29,0.69,0.27,0.14,0.34,0.14
D0174,2026-01-01,36.52,0.71,0.28,0.14,0.38,0.16
D0174,2026-02-01,35.56,0.69,0.27,0.14,0.39,0.17
D0174,2026-04-01,29.37,0.57,0.22,0.11,0.34,0.19
D0174,2026-05-01,28.53,0.56,0.21,0.11,0.34,0.21
D0174,2026-06-01,25.73,0.5,0.19,0.1,0.32,0.22
D0174,2026-07-01,25.55,0.5,0.19,0.1,0.33,0.24
D0175,2024-06-01,212.73,3.24,0.0,0.0,0.0,0.0
D0175,2024-08-01,190.78,3.55,0.64,0.0,0.0,0.0
D0175,2024-09-01,173.04,3.35,0.96,0.13,0.0,0.0
D0175,2024-10-01,175.77,3.43,1.17,0.29,0.04,0.0
D0175,2024-11-01,167.23,3.26,1.2,0.4,0.11,0.0
D0175,2024-12-01,167.64,3.27,1.24,0.5,0.22,0.01
D0175,2025-01-01,150.74,2.94,1.13,0.5,0.31,0.02
D0176,2025-03-01,207.93,9.8,0.0,0.0,0.0,0.0
D0176,2025-04-01,196.41,13.02,4.03,0.0,0.0,0.0
D0176,2025-05-01,191.25,14.12,7.52,1.7,0.0,0.0
D0176,2025-06-01,176.98,13.57,9.23,3.79,0.78,0.0
D0176,2025-07-01,176.28,13.69,10.55,5.82,2.58,0.08
D0176,2025-08-01,150.5,11.72,9.64,6.32,4.47,0.3
D0176,2025-09-01,152.52,11.87,10.09,7.33,7.3,0.77
D0176,2025-10-01,133.14,10.33,8.92,6.9,8.98,1.42
D0176,2025-11-01,132.55,10.25,8.91,7.15,11.54,2.33
D0176,2025-12-01,131.76,10.16,8.84,7.24,13.94,3.49
D0176,2026-01-01,128.89,9.9,8.61,7.12,15.88,4.87
D0176,2026-02-01,113.07,8.66,7.51,6.24,15.71,6.28
D0176,2026-03-01,104.75,8.0,6.92,5.75,16.03,7.75
D0176,2026-04-01,118.66,3.63,5.03,5.1,17.9,8.6
D0176,2026-05-01,107.37,2.29,2.6,3.52,16.18,9.39
